Time;10:50:38;10:50:48;10:50:55;10:51:02;10:51:08;10:51:15;10:51:23;10:51:32;10:52:59;10:53:08;10:53:17;10:53:29;10:53:43;10:54:07;10:54:15;10:54:24;10:54:32;10:54:39;10:54:45;10:54:55;10:55:41;10:56:09;10:56:57;10:57:08;10:57:15;10:57:30;10:57:36;10:57:43;10:57:50;10:57:58;10:58:05;10:58:13;10:58:20;10:58:29;10:58:37;10:58:45;10:58:53;10:59:00;10:59:08;10:59:15;10:59:31;10:59:39;10:59:58;11:00:07;11:00:14;11:00:22;11:00:30;11:00:37;11:00:44;11:00:51;11:01:00;11:01:37;11:01:57;11:02:04;11:02:12;11:02:19;11:02:27;11:02:34;11:02:42;11:02:50;11:03:12;11:03:40;11:03:48;11:03:57;11:04:04;11:04:10;11:04:18;11:04:26;11:04:33;11:04:40;11:04:48;11:04:56;11:05:03;11:05:11;11:05:18;11:05:25;11:05:37;11:05:44;11:05:51;11:05:59;11:06:23;11:06:32;11:06:39;11:06:46;11:06:53;11:07:00;11:07:08;11:07:16;11:07:23;11:07:32;11:07:39;11:07:46;11:07:53;11:08:01;11:08:08;11:08:15;11:08:22;11:08:31;11:08:38;11:08:45;11:09:40;11:10:40;11:10:52;11:11:03;11:11:10;11:11:17;11:11:26;11:11:33;11:11:41;11:11:48;11:11:55;11:12:03;11:12:11;11:12:27;11:12:37;11:14:12;11:14:20;11:14:28;11:14:35;11:14:43;11:15:05;11:15:16;11:15:41;11:15:51;11:16:07;11:16:17;11:16:23;11:16:35;11:16:41;11:16:48;11:17:05;11:17:14;11:18:12;11:18:20;11:18:31;11:18:42;11:21:29;11:21:47;11:21:57;11:22:05;11:23:48;11:23:59;11:24:16;11:24:28;11:24:46;11:25:00;11:25:11;11:25:18;11:25:25;11:25:33;11:25:49;11:26:01;11:26:10;11:29:22;11:29:33;11:29:39;11:29:50;11:29:58;11:30:06;11:30:17
791;2,30354E-04;2,08743E-04;3,61192E-04;6,24765E-04;1,18464E-03;1,58833E-03;1,55338E-03;1,11927E-03;1,53262E-03;2,33901E-03;2,42010E-03;2,06510E-03;2,59662E-03;2,59224E-03;3,39964E-03;2,77947E-03;3,51566E-03;3,50701E-03;3,68212E-03;3,96048E-03;2,57720E-05;1,70099E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,16951E-04;3,87843E-05;0,00000E+00;0,00000E+00;2,28664E-05;0,00000E+00;1,78396E-04;0,00000E+00;2,04710E-04;0,00000E+00;0,00000E+00;3,60375E-06;0,00000E+00;1,02355E-04;1,33810E-06;0,00000E+00;1,31162E-05;3,60375E-06;1,53159E-05;0,00000E+00;0,00000E+00;2,29941E-05;1,55737E-05;1,03976E-04;2,15522E-04;2,16225E-05;2,01868E-06;0,00000E+00;2,99006E-04;5,61769E-05;8,64019E-05;0,00000E+00;3,70960E-05;0,00000E+00;1,69043E-05;1,62489E-05;0,00000E+00;3,12669E-05;0,00000E+00;1,02240E-06;1,14740E-06;1,02598E-05;2,10009E-05;0,00000E+00;1,77138E-04;1,80187E-06;9,00937E-06;1,11183E-04;0,00000E+00;1,98206E-05;8,30548E-06;0,00000E+00;2,80990E-04;0,00000E+00;1,26775E-04;1,81662E-04;3,91852E-04;4,91442E-04;6,24987E-04;7,24458E-04;9,29945E-04;1,00417E-03;1,10526E-03;1,15779E-03;1,45580E-03;1,48531E-03;1,70443E-03;1,59166E-03;1,92622E-03;1,65422E-03;2,02492E-03;2,42371E-03;2,23791E-03;2,46857E-03;0,00000E+00;1,92238E-05;0,00000E+00;0,00000E+00;8,24531E-06;0,00000E+00;0,00000E+00;7,90558E-05;0,00000E+00;2,77192E-04;3,31952E-04;4,60598E-04;0,00000E+00;0,00000E+00;5,77104E-05;1,51306E-04;4,92074E-04;4,29073E-04;2,47953E-04;1,57232E-05;9,93228E-07;5,71292E-05;0,00000E+00;0,00000E+00;7,78652E-05;5,11776E-05;5,11776E-05;2,34923E-04;1,25213E-04;8,05127E-06;0,00000E+00;7,20750E-06;4,68487E-05;3,07066E-04;5,47813E-05;9,94595E-05;3,68456E-04;5,93924E-05;3,37972E-05;1,42954E-04;3,05133E-05;1,42655E-04;1,59210E-04;2,84447E-04;3,33092E-04;3,79301E-04;3,47336E-04;6,35119E-04;7,53556E-04;6,58726E-04;7,71888E-04;7,80843E-04;1,06545E-03;1,09297E-03;1,02678E-03;1,37403E-03;1,33006E-03;1,23996E-03;1,33511E-03;1,78291E-03
792;1,75708E-04;3,71515E-04;4,37332E-04;8,29986E-04;8,22495E-04;1,44267E-03;1,32928E-03;1,66301E-03;1,91452E-03;1,96765E-03;1,94726E-03;2,75989E-03;2,13850E-03;2,74447E-03;2,85459E-03;3,48089E-03;3,33052E-03;3,77003E-03;3,20570E-03;4,00324E-03;3,79519E-05;7,92558E-05;5,15650E-05;0,00000E+00;3,00326E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,49176E-05;0,00000E+00;3,55966E-06;5,86843E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,30717E-07;0,00000E+00;0,00000E+00;5,15650E-05;5,77944E-05;0,00000E+00;1,02216E-05;0,00000E+00;0,00000E+00;2,41424E-04;2,70716E-04;0,00000E+00;1,29981E-04;0,00000E+00;3,17362E-05;0,00000E+00;2,78063E-04;1,99142E-05;2,80326E-04;2,37663E-05;0,00000E+00;7,53462E-07;3,37690E-05;4,34953E-06;0,00000E+00;0,00000E+00;1,14925E-04;0,00000E+00;1,30215E-04;3,09972E-05;1,30260E-04;0,00000E+00;7,33554E-05;5,33949E-06;1,24588E-05;0,00000E+00;2,07971E-04;0,00000E+00;3,83476E-04;2,22869E-06;7,76154E-05;2,83661E-04;3,77584E-04;4,93044E-04;6,62833E-04;8,31037E-04;1,14780E-03;9,46285E-04;1,11212E-03;1,30238E-03;1,27921E-03;1,54520E-03;1,65205E-03;1,55920E-03;1,65775E-03;1,68151E-03;2,07483E-03;2,21755E-03;2,10201E-03;1,92951E-03;0,00000E+00;0,00000E+00;1,53659E-06;5,27138E-06;0,00000E+00;1,42286E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,95563E-04;2,99636E-04;2,57825E-04;2,13579E-05;3,60955E-04;1,60562E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,46377E-05;0,00000E+00;0,00000E+00;8,83027E-07;0,00000E+00;0,00000E+00;1,23153E-04;1,04910E-04;1,16021E-04;6,36866E-06;2,63643E-05;5,30184E-06;2,37904E-04;0,00000E+00;3,81448E-04;3,55966E-06;2,84773E-05;2,07541E-04;2,00870E-04;3,26857E-05;3,79967E-04;0,00000E+00;3,97505E-05;1,04669E-04;1,94102E-04;1,57876E-04;2,85440E-04;2,24061E-04;4,64784E-04;4,99707E-04;5,01624E-04;6,59655E-04;8,26766E-04;9,81138E-04;1,19667E-03;1,12230E-03;1,08566E-03;1,18480E-03;1,30880E-03;1,66404E-03;1,76317E-03;1,57914E-03
793;1,77213E-04;3,63744E-04;5,82512E-04;5,31185E-04;9,57534E-04;1,24371E-03;1,04921E-03;1,88259E-03;1,78698E-03;1,67537E-03;2,13761E-03;2,21367E-03;2,59581E-03;1,92141E-03;3,01511E-03;3,18573E-03;3,16772E-03;3,34791E-03;3,87044E-03;4,01970E-03;0,00000E+00;4,76119E-05;8,12513E-06;0,00000E+00;9,85613E-05;0,00000E+00;0,00000E+00;9,60174E-05;3,01349E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,31133E-04;1,40836E-04;1,87332E-05;4,83000E-05;0,00000E+00;5,41675E-05;0,00000E+00;0,00000E+00;4,89804E-06;2,73963E-05;0,00000E+00;0,00000E+00;3,27831E-05;0,00000E+00;8,10123E-05;0,00000E+00;0,00000E+00;3,50400E-04;0,00000E+00;5,41675E-05;1,03165E-04;0,00000E+00;0,00000E+00;2,11097E-05;4,55427E-04;1,19953E-04;0,00000E+00;1,41147E-04;0,00000E+00;3,96521E-06;5,92936E-06;3,83337E-05;1,62503E-05;0,00000E+00;3,44928E-06;0,00000E+00;3,78794E-05;2,66449E-04;1,12850E-04;2,16670E-05;4,68331E-05;2,80998E-05;6,55663E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,14283E-04;5,92085E-05;1,03498E-04;2,44635E-04;3,62792E-04;4,48929E-04;7,15745E-04;8,36987E-04;7,20678E-04;9,83319E-04;1,10164E-03;1,33462E-03;1,26727E-03;1,45282E-03;1,45478E-03;1,76385E-03;1,72727E-03;1,68426E-03;1,94892E-03;2,03525E-03;2,38215E-03;2,26140E-03;0,00000E+00;3,28167E-05;1,74395E-05;5,34102E-05;0,00000E+00;2,06065E-04;0,00000E+00;4,01638E-05;0,00000E+00;1,62412E-04;1,16299E-04;0,00000E+00;1,77400E-04;0,00000E+00;8,44981E-05;0,00000E+00;0,00000E+00;2,17133E-04;3,54608E-04;0,00000E+00;0,00000E+00;1,67404E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,06868E-04;2,70838E-05;1,04585E-04;1,38746E-04;6,01731E-05;1,38377E-04;0,00000E+00;2,43532E-04;2,95667E-05;1,49866E-04;6,22901E-05;6,39357E-04;2,74683E-05;0,00000E+00;6,05224E-05;3,89840E-05;1,30676E-04;1,14050E-04;2,42240E-04;2,76605E-04;2,10610E-04;3,16826E-04;4,72109E-04;6,18132E-04;6,51257E-04;8,19303E-04;8,42551E-04;9,21183E-04;1,06435E-03;1,01272E-03;1,16789E-03;1,13380E-03;1,34540E-03;1,48974E-03;1,60642E-03
794;1,88028E-04;3,90263E-04;5,37103E-04;7,00158E-04;8,08348E-04;7,90369E-04;1,09040E-03;2,15696E-03;1,63349E-03;2,11858E-03;1,98306E-03;2,29795E-03;2,16533E-03;2,37558E-03;2,70253E-03;2,77535E-03;3,47683E-03;2,87881E-03;3,96634E-03;3,59685E-03;3,36762E-05;0,00000E+00;8,61887E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,01852E-04;3,19661E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,49394E-04;1,08670E-04;1,38273E-04;2,53562E-04;2,20464E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,90611E-05;1,54726E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,43805E-05;0,00000E+00;3,91348E-05;1,03426E-04;1,35837E-04;3,11022E-04;1,09434E-04;0,00000E+00;4,45879E-05;1,40031E-04;1,34541E-04;1,60725E-05;0,00000E+00;4,39220E-05;5,98239E-06;0,00000E+00;0,00000E+00;1,63821E-05;1,72377E-05;0,00000E+00;3,65888E-06;0,00000E+00;4,01812E-05;1,09600E-04;4,02214E-05;2,29836E-05;0,00000E+00;1,08670E-04;3,62232E-05;3,62232E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,03649E-05;1,07867E-04;2,49554E-04;3,42752E-04;3,72021E-04;6,34191E-04;6,77678E-04;7,89841E-04;1,01348E-03;9,95806E-04;1,25621E-03;1,20980E-03;1,50080E-03;1,45128E-03;1,66810E-03;1,79127E-03;1,91561E-03;1,71750E-03;1,93172E-03;1,94527E-03;2,42367E-03;0,00000E+00;3,48109E-05;9,92128E-06;5,40495E-05;0,00000E+00;4,52790E-05;6,33906E-05;4,26044E-05;1,25915E-05;8,00266E-05;2,69645E-04;0,00000E+00;1,77621E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,20733E-04;4,64260E-04;1,84382E-04;0,00000E+00;1,28282E-05;2,48532E-05;0,00000E+00;1,99643E-05;1,03426E-04;1,10232E-04;2,91413E-04;0,00000E+00;4,77204E-05;0,00000E+00;4,16567E-04;9,05580E-05;4,77150E-05;1,44893E-04;3,16005E-04;4,00810E-04;1,43942E-04;0,00000E+00;2,66564E-04;2,50322E-05;7,71063E-05;1,36486E-04;2,20776E-04;3,33132E-04;2,62998E-04;3,24327E-04;5,42884E-04;5,61506E-04;5,33838E-04;7,89601E-04;6,79131E-04;7,94665E-04;1,00535E-03;7,91799E-04;1,07878E-03;1,34121E-03;1,16534E-03;1,21443E-03;1,64786E-03
795;2,01533E-04;3,49494E-04;5,93736E-04;5,88692E-04;9,19688E-04;7,00627E-04;1,33004E-03;1,37055E-03;1,40869E-03;2,08557E-03;2,31952E-03;2,29795E-03;2,89224E-03;3,07568E-03;2,32724E-03;1,76768E-03;2,93603E-03;3,36735E-03;3,28091E-03;4,41996E-03;1,57793E-05;0,00000E+00;3,18721E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,45668E-05;1,29135E-04;8,86568E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,09954E-05;0,00000E+00;2,54900E-04;2,96572E-05;4,67278E-04;2,67610E-04;0,00000E+00;0,00000E+00;4,80002E-05;0,00000E+00;3,61941E-06;1,21114E-04;1,01991E-04;0,00000E+00;5,64055E-05;0,00000E+00;9,15458E-06;0,00000E+00;3,17755E-05;3,01543E-04;1,71394E-04;0,00000E+00;1,04302E-05;2,75184E-05;3,14723E-05;0,00000E+00;0,00000E+00;6,28596E-06;2,06499E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,58494E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,54204E-05;1,86957E-04;8,47348E-06;0,00000E+00;0,00000E+00;7,77749E-05;0,00000E+00;1,05491E-04;1,99505E-04;2,90962E-04;3,31385E-04;6,49417E-04;5,98425E-04;9,05105E-04;9,52542E-04;9,56798E-04;1,08105E-03;1,18406E-03;1,29209E-03;1,56178E-03;1,71796E-03;1,31287E-03;1,73257E-03;2,20913E-03;1,85197E-03;1,90944E-03;2,38503E-03;0,00000E+00;0,00000E+00;5,50326E-06;6,27405E-06;0,00000E+00;1,05918E-05;1,48286E-05;0,00000E+00;2,94545E-06;1,97290E-05;2,48753E-04;0,00000E+00;3,31393E-04;0,00000E+00;0,00000E+00;3,01534E-05;0,00000E+00;1,49886E-03;1,23375E-04;3,02707E-04;0,00000E+00;0,00000E+00;5,81377E-06;0,00000E+00;2,10780E-04;2,29479E-04;4,27029E-04;2,02595E-04;1,03007E-04;3,15515E-06;1,67418E-04;9,74450E-05;1,99668E-04;3,39944E-04;3,90862E-04;3,22355E-04;3,56285E-05;3,82427E-04;2,39126E-04;4,03451E-04;0,00000E+00;1,12330E-04;3,72729E-05;1,09387E-04;3,13980E-04;2,53831E-04;2,95226E-04;4,91620E-04;4,47281E-04;5,81999E-04;5,76431E-04;4,47961E-04;9,32401E-04;8,90361E-04;8,45352E-04;1,02584E-03;1,22543E-03;1,27223E-03;1,19577E-03;1,28906E-03
796;1,14338E-04;3,29135E-04;5,53850E-04;6,19804E-04;7,37856E-04;1,50138E-03;1,22028E-03;1,02262E-03;1,87072E-03;2,37700E-03;1,92228E-03;2,05633E-03;1,95512E-03;2,26871E-03;3,09168E-03;2,52941E-03;2,72510E-03;2,74080E-03;2,82569E-03;3,45747E-03;0,00000E+00;0,00000E+00;7,74222E-06;5,84355E-05;0,00000E+00;2,94912E-04;1,59232E-05;0,00000E+00;0,00000E+00;9,97701E-05;6,37933E-05;2,96872E-04;0,00000E+00;0,00000E+00;1,23876E-05;9,29067E-06;0,00000E+00;6,70255E-04;2,68102E-04;0,00000E+00;2,24316E-05;0,00000E+00;9,16150E-06;1,87671E-04;4,69179E-05;4,19591E-05;0,00000E+00;0,00000E+00;4,01498E-06;2,17579E-04;0,00000E+00;0,00000E+00;1,62324E-04;0,00000E+00;2,97011E-04;3,30861E-04;2,50964E-05;2,81226E-04;1,12239E-05;1,60818E-05;5,06034E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,77484E-05;0,00000E+00;8,42200E-06;0,00000E+00;1,54844E-06;4,64533E-06;0,00000E+00;3,21723E-04;1,53650E-04;4,64533E-06;0,00000E+00;1,27093E-04;0,00000E+00;0,00000E+00;8,46289E-05;1,65238E-04;2,93782E-04;4,79994E-04;5,55725E-04;7,18541E-04;7,93867E-04;9,43357E-04;1,05655E-03;1,05577E-03;1,10673E-03;1,16098E-03;1,26588E-03;1,54198E-03;1,56566E-03;1,64295E-03;1,65365E-03;1,85990E-03;1,66967E-03;2,19454E-03;0,00000E+00;4,94341E-05;1,28202E-04;9,17216E-06;8,21932E-05;1,85813E-05;0,00000E+00;2,02618E-04;8,61204E-06;1,19812E-05;2,10315E-05;2,59873E-04;0,00000E+00;3,40304E-04;1,20930E-04;7,32472E-05;1,67146E-04;0,00000E+00;1,28608E-05;1,16973E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,12152E-04;5,34485E-05;1,78912E-04;2,01298E-05;1,43900E-04;6,04102E-05;5,99636E-05;1,27088E-05;0,00000E+00;5,87790E-04;0,00000E+00;1,87671E-04;3,64065E-04;0,00000E+00;0,00000E+00;7,08785E-04;2,16263E-05;1,73433E-05;7,69835E-05;1,81715E-04;1,64498E-04;2,57670E-04;3,31810E-04;3,02168E-04;4,20248E-04;6,47652E-04;5,63460E-04;5,77425E-04;7,14454E-04;9,65106E-04;7,87208E-04;9,42560E-04;1,04104E-03;1,05449E-03;1,08130E-03;1,29631E-03;1,58658E-03
797;1,48937E-04;2,83030E-04;4,90052E-04;5,95939E-04;6,27293E-04;1,09336E-03;9,66353E-04;1,29857E-03;1,78384E-03;1,51820E-03;1,63119E-03;1,62065E-03;1,84728E-03;1,89548E-03;2,78016E-03;2,50142E-03;2,38065E-03;3,11130E-03;3,21517E-03;3,66862E-03;0,00000E+00;0,00000E+00;7,00374E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,00686E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,12238E-04;0,00000E+00;0,00000E+00;1,41574E-04;2,16860E-04;1,05409E-04;1,05409E-04;0,00000E+00;3,16226E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,63522E-06;0,00000E+00;1,64969E-05;0,00000E+00;0,00000E+00;4,36086E-05;1,95823E-05;0,00000E+00;0,00000E+00;7,67846E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,51228E-04;0,00000E+00;7,09708E-05;1,01688E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,12226E-04;0,00000E+00;5,32540E-05;0,00000E+00;9,79113E-06;2,93734E-05;0,00000E+00;0,00000E+00;4,44350E-05;2,93734E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,63936E-05;2,64837E-04;2,91574E-04;3,83245E-04;4,54729E-04;6,48100E-04;6,90938E-04;9,09339E-04;1,08180E-03;1,06636E-03;1,13071E-03;1,03685E-03;1,34780E-03;1,51626E-03;1,57243E-03;1,59258E-03;1,55361E-03;1,80287E-03;1,90303E-03;1,96405E-03;0,00000E+00;0,00000E+00;6,72909E-05;5,79975E-05;7,92644E-05;1,17494E-04;0,00000E+00;2,41995E-05;1,20409E-04;7,57593E-05;1,32987E-04;1,59657E-04;6,32452E-05;1,17494E-04;1,30750E-04;4,63157E-04;1,31432E-04;3,09860E-04;8,13217E-05;0,00000E+00;1,62689E-05;0,00000E+00;1,23981E-05;7,34335E-05;2,16939E-04;2,93734E-05;1,27285E-04;5,02904E-05;1,17625E-04;3,79162E-04;8,03606E-05;0,00000E+00;1,77740E-04;1,05409E-04;8,43269E-05;2,18239E-04;0,00000E+00;4,00895E-05;3,93534E-04;2,54523E-04;6,99267E-07;1,14735E-04;1,58659E-04;1,40195E-04;2,13598E-04;2,86024E-04;3,41895E-04;4,31515E-04;4,55354E-04;5,48130E-04;7,02932E-04;5,68532E-04;8,49478E-04;8,25112E-04;6,71750E-04;6,69501E-04;1,04002E-03;1,25611E-03;1,12287E-03;1,27269E-03
798;1,01527E-04;3,23451E-04;4,28195E-04;8,18569E-04;7,19677E-04;9,88951E-04;1,06069E-03;1,33281E-03;1,17660E-03;1,87968E-03;1,35368E-03;1,39574E-03;2,25893E-03;1,85906E-03;2,27987E-03;2,77959E-03;3,07964E-03;3,33927E-03;3,48322E-03;3,57862E-03;0,00000E+00;0,00000E+00;2,44794E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,14602E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,34381E-05;1,83595E-04;1,22397E-04;1,22397E-04;0,00000E+00;3,67191E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,99959E-05;2,71539E-05;1,91556E-05;9,09677E-05;0,00000E+00;1,38504E-04;0,00000E+00;9,95642E-05;2,71539E-05;2,02807E-05;0,00000E+00;8,91314E-05;1,17580E-05;1,07453E-04;6,32957E-05;1,57459E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,05129E-06;0,00000E+00;6,11984E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,36296E-05;2,42988E-04;2,79133E-04;4,05814E-04;5,85281E-04;7,31109E-04;7,77159E-04;9,72290E-04;1,06663E-03;1,04987E-03;1,13591E-03;1,22772E-03;1,41422E-03;1,12114E-03;1,33035E-03;1,67313E-03;1,76417E-03;1,79045E-03;1,90863E-03;2,03777E-03;0,00000E+00;9,53671E-06;6,81305E-05;0,00000E+00;1,40021E-05;0,00000E+00;6,33590E-05;6,71129E-05;7,65832E-05;0,00000E+00;6,14689E-05;4,89588E-05;1,09643E-04;0,00000E+00;1,51823E-04;1,07040E-04;2,42902E-04;5,29117E-04;4,00943E-04;0,00000E+00;5,08221E-05;0,00000E+00;2,14936E-05;5,43077E-05;2,02831E-04;0,00000E+00;0,00000E+00;2,09538E-04;9,06522E-05;4,04437E-05;0,00000E+00;0,00000E+00;2,05505E-04;1,22397E-04;9,79175E-05;3,40998E-04;0,00000E+00;4,65505E-05;1,69772E-04;1,36756E-04;0,00000E+00;1,17494E-04;3,88166E-05;1,20012E-04;1,33881E-04;2,64662E-04;2,91697E-04;3,93112E-04;3,59798E-04;3,57491E-04;3,96294E-04;5,81737E-04;6,22894E-04;8,51965E-04;8,09162E-04;7,81494E-04;9,07080E-04;1,30281E-03;8,64755E-04;1,32627E-03
799;1,29084E-04;1,90086E-04;4,45147E-04;7,16602E-04;6,69274E-04;9,57975E-04;1,05221E-03;1,20373E-03;1,43182E-03;1,50942E-03;2,29150E-03;2,17705E-03;1,72587E-03;2,30046E-03;2,03462E-03;2,42907E-03;2,56882E-03;2,70878E-03;2,97604E-03;3,32574E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,02263E-06;0,00000E+00;0,00000E+00;0,00000E+00;2,80985E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,72665E-05;2,57555E-04;0,00000E+00;2,57555E-05;0,00000E+00;4,04046E-06;0,00000E+00;0,00000E+00;2,02918E-05;7,16183E-06;0,00000E+00;1,62662E-04;1,43794E-04;3,09500E-05;0,00000E+00;2,62600E-05;7,16183E-06;2,21758E-04;4,54188E-05;3,93599E-05;3,10116E-06;0,00000E+00;1,66942E-05;2,84225E-04;1,52852E-04;1,33685E-05;2,99838E-05;7,74442E-05;0,00000E+00;1,15900E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,10205E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,30380E-05;2,08967E-04;3,17654E-04;4,54292E-04;5,35665E-04;7,75458E-04;7,77498E-04;9,74104E-04;1,10599E-03;9,43826E-04;9,33028E-04;1,03229E-03;9,02301E-04;9,15088E-04;1,30019E-03;1,60400E-03;1,34057E-03;1,83513E-03;1,88237E-03;1,68305E-03;0,00000E+00;3,98284E-05;1,03051E-05;0,00000E+00;0,00000E+00;7,72665E-05;1,67109E-05;8,13577E-05;0,00000E+00;0,00000E+00;4,75351E-04;6,18132E-04;6,10601E-05;0,00000E+00;0,00000E+00;3,93731E-04;2,80726E-04;3,54385E-04;1,05749E-04;0,00000E+00;4,67536E-05;5,43069E-05;7,25567E-05;3,36403E-05;3,33320E-05;5,15110E-05;1,80289E-04;2,08823E-04;0,00000E+00;3,75096E-04;0,00000E+00;0,00000E+00;4,77455E-05;0,00000E+00;2,31800E-04;7,13767E-05;2,16589E-04;0,00000E+00;4,47774E-05;7,19428E-05;3,03504E-05;1,26199E-04;1,02442E-04;1,55297E-04;3,10264E-04;2,80591E-04;3,34385E-04;3,80432E-04;2,02373E-04;4,96282E-04;5,25345E-04;5,76503E-04;8,17634E-04;7,47197E-04;6,47856E-04;5,21466E-04;9,31167E-04;9,69363E-04;9,47373E-04;8,21051E-04
800;1,10039E-04;4,04549E-04;5,10866E-04;5,46201E-04;1,03391E-03;5,13957E-04;1,01503E-03;9,33844E-04;1,14322E-03;1,73389E-03;1,64204E-03;2,15132E-03;2,08256E-03;1,82567E-03;2,45818E-03;2,27913E-03;3,20118E-03;2,76074E-03;2,11535E-03;2,49799E-03;0,00000E+00;0,00000E+00;6,95747E-05;0,00000E+00;0,00000E+00;1,25235E-04;1,11294E-04;1,93881E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,11891E-04;3,89618E-04;0,00000E+00;2,50571E-05;0,00000E+00;1,31030E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,46727E-04;0,00000E+00;6,96031E-06;3,81277E-04;2,33838E-04;0,00000E+00;0,00000E+00;1,62751E-05;1,87938E-04;0,00000E+00;1,41207E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,95396E-06;0,00000E+00;4,61600E-05;5,56598E-05;3,52050E-04;0,00000E+00;8,35238E-06;0,00000E+00;0,00000E+00;4,16942E-05;1,15483E-05;1,01866E-04;0,00000E+00;6,45133E-05;1,25317E-04;2,97098E-04;4,38664E-04;4,89062E-04;5,87192E-04;7,44561E-04;7,43089E-04;8,23098E-04;1,26073E-03;1,09237E-03;1,04255E-03;1,04118E-03;1,25051E-03;1,25117E-03;1,37323E-03;1,51539E-03;1,53349E-03;1,84379E-03;1,59889E-03;0,00000E+00;1,09959E-05;7,80935E-06;0,00000E+00;6,36743E-05;5,56825E-06;0,00000E+00;0,00000E+00;1,93478E-05;4,30670E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,27648E-05;7,80010E-04;4,12950E-04;2,67741E-04;5,66317E-04;0,00000E+00;1,99506E-06;2,76145E-05;3,27333E-05;2,08809E-06;0,00000E+00;3,33959E-04;5,01029E-05;5,64326E-05;2,06204E-05;2,48720E-05;0,00000E+00;0,00000E+00;1,33604E-04;0,00000E+00;0,00000E+00;0,00000E+00;5,14892E-04;2,47070E-05;2,98284E-04;0,00000E+00;5,99277E-05;4,37254E-05;1,37520E-04;1,33474E-04;1,10732E-04;2,36147E-04;3,61101E-04;3,81275E-04;3,28499E-04;1,62903E-04;5,40440E-04;5,71421E-04;7,60765E-04;7,07739E-04;5,19046E-04;9,17023E-04;6,47082E-04;1,01860E-03;1,00887E-03;1,01443E-03
