Time;10:50:38;10:50:48;10:50:55;10:51:02;10:51:08;10:51:15;10:51:23;10:51:32;10:52:59;10:53:08;10:53:17;10:53:29;10:53:43;10:54:07;10:54:15;10:54:24;10:54:32;10:54:39;10:54:45;10:54:55;10:55:41;10:56:09;10:56:57;10:57:08;10:57:15;10:57:30;10:57:36;10:57:43;10:57:50;10:57:58;10:58:05;10:58:13;10:58:20;10:58:29;10:58:37;10:58:45;10:58:53;10:59:00;10:59:08;10:59:15;10:59:31;10:59:39;10:59:58;11:00:07;11:00:14;11:00:22;11:00:30;11:00:37;11:00:44;11:00:51;11:01:00;11:01:37;11:01:57;11:02:04;11:02:12;11:02:19;11:02:27;11:02:34;11:02:42;11:02:50;11:03:12;11:03:40;11:03:48;11:03:57;11:04:04;11:04:10;11:04:18;11:04:26;11:04:33;11:04:40;11:04:48;11:04:56;11:05:03;11:05:11;11:05:18;11:05:25;11:05:37;11:05:44;11:05:51;11:05:59;11:06:23;11:06:32;11:06:39;11:06:46;11:06:53;11:07:00;11:07:08;11:07:16;11:07:23;11:07:32;11:07:39;11:07:46;11:07:53;11:08:01;11:08:08;11:08:15;11:08:22;11:08:31;11:08:38;11:08:45;11:09:40;11:10:40;11:10:52;11:11:03;11:11:10;11:11:17;11:11:26;11:11:33;11:11:41;11:11:48;11:11:55;11:12:03;11:12:11;11:12:27;11:12:37;11:14:12;11:14:20;11:14:28;11:14:35;11:14:43;11:15:05;11:15:16;11:15:41;11:15:51;11:16:07;11:16:17;11:16:23;11:16:35;11:16:41;11:16:48;11:17:05;11:17:14;11:18:12;11:18:20;11:18:31;11:18:42;11:21:29;11:21:47;11:21:57;11:22:05;11:23:48;11:23:59;11:24:16;11:24:28;11:24:46;11:25:00;11:25:11;11:25:18;11:25:25;11:25:33;11:25:49;11:26:01;11:26:10;11:29:22;11:29:33;11:29:39;11:29:50;11:29:58;11:30:06;11:30:17
801;1,16693E-04;1,39947E-04;3,57377E-04;5,62008E-04;6,78940E-04;8,65296E-04;1,19971E-03;1,00849E-03;1,27176E-03;1,98277E-03;2,04665E-03;2,00845E-03;2,33948E-03;2,24609E-03;2,26654E-03;2,18448E-03;2,59297E-03;2,69736E-03;2,85288E-03;2,26694E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,04039E-04;0,00000E+00;1,41506E-04;5,06448E-05;1,00663E-04;0,00000E+00;0,00000E+00;0,00000E+00;4,16155E-05;0,00000E+00;1,62562E-04;0,00000E+00;0,00000E+00;1,82883E-04;0,00000E+00;9,56339E-06;0,00000E+00;1,95535E-05;5,98223E-05;0,00000E+00;0,00000E+00;3,73434E-06;0,00000E+00;5,80275E-05;0,00000E+00;5,08007E-05;1,73454E-04;6,99342E-05;0,00000E+00;5,76286E-05;2,13391E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,35623E-06;0,00000E+00;0,00000E+00;0,00000E+00;5,46694E-05;2,02096E-05;8,62820E-06;0,00000E+00;3,04804E-05;0,00000E+00;1,12980E-04;7,28272E-05;0,00000E+00;7,02476E-05;8,42866E-05;0,00000E+00;0,00000E+00;6,65237E-05;1,89354E-04;2,63503E-04;4,03697E-04;4,84562E-04;6,14931E-04;7,16652E-04;8,21750E-04;8,63975E-04;8,95472E-04;1,01192E-03;9,87722E-04;1,24119E-03;1,33920E-03;1,51029E-03;1,53762E-03;1,44282E-03;1,55653E-03;1,72746E-03;1,70324E-03;0,00000E+00;0,00000E+00;1,31574E-05;9,86033E-05;0,00000E+00;4,06406E-05;0,00000E+00;0,00000E+00;5,78637E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,14443E-04;0,00000E+00;0,00000E+00;1,68214E-04;2,53978E-04;5,43033E-05;1,96902E-04;0,00000E+00;1,45612E-05;0,00000E+00;1,42765E-05;1,52402E-05;1,91135E-05;7,80291E-05;1,67764E-04;1,66362E-04;1,85526E-04;1,07745E-04;0,00000E+00;0,00000E+00;4,17785E-04;0,00000E+00;2,49693E-04;0,00000E+00;3,41764E-04;2,19896E-04;2,92714E-04;5,81223E-05;4,57141E-05;9,63875E-05;1,12699E-04;8,05305E-05;1,83591E-04;2,01716E-04;2,72169E-04;1,33057E-04;2,95991E-04;5,82499E-04;3,80540E-04;5,28706E-04;5,40043E-04;6,22975E-04;4,23718E-04;7,63146E-04;9,93334E-04;8,66454E-04;9,30911E-04;8,82791E-04
802;9,45847E-05;2,18088E-04;4,21270E-04;6,07026E-04;4,53911E-04;9,55009E-04;7,92253E-04;9,75913E-04;1,32943E-03;1,59374E-03;1,81978E-03;1,38511E-03;2,29729E-03;1,95956E-03;1,91290E-03;1,72678E-03;2,19868E-03;2,49357E-03;2,86168E-03;2,65697E-03;2,10885E-05;0,00000E+00;9,07339E-06;0,00000E+00;1,03432E-04;3,36566E-04;0,00000E+00;0,00000E+00;6,22495E-05;1,23729E-04;0,00000E+00;0,00000E+00;0,00000E+00;5,11513E-05;0,00000E+00;1,81468E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,40340E-05;7,35300E-05;0,00000E+00;0,00000E+00;4,59003E-06;0,00000E+00;4,97366E-05;1,81468E-05;0,00000E+00;3,83635E-05;1,36785E-04;0,00000E+00;7,08336E-05;1,39857E-04;9,80377E-05;1,14210E-04;0,00000E+00;1,48082E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,81270E-06;0,00000E+00;6,69281E-05;0,00000E+00;1,45455E-04;1,37641E-04;3,31796E-05;0,00000E+00;8,16605E-05;0,00000E+00;1,45600E-04;9,85882E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,02255E-04;7,64058E-05;1,67484E-04;1,93257E-04;3,96052E-04;4,99715E-04;5,54635E-04;6,80117E-04;7,34910E-04;8,54324E-04;8,33377E-04;8,81025E-04;1,11088E-03;1,32013E-03;1,31094E-03;1,29663E-03;1,64240E-03;1,27203E-03;1,74635E-03;1,77381E-03;1,50569E-03;0,00000E+00;0,00000E+00;0,00000E+00;1,37321E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,11226E-05;2,80823E-05;2,31071E-04;0,00000E+00;2,49547E-04;3,62936E-05;0,00000E+00;2,14602E-04;3,18899E-05;2,42474E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,75478E-05;0,00000E+00;2,34932E-05;9,59088E-05;6,39392E-06;2,42301E-04;7,97061E-05;9,52326E-05;0,00000E+00;2,35908E-04;4,45022E-04;1,45174E-04;3,06908E-04;2,71283E-04;0,00000E+00;1,17652E-04;3,59786E-04;7,14404E-05;1,36081E-05;7,40606E-05;1,53731E-04;7,11984E-05;1,01335E-04;1,87435E-04;2,75945E-04;3,00670E-04;2,47442E-04;4,53685E-04;3,56479E-04;5,61415E-04;5,75853E-04;5,19424E-04;6,34953E-04;7,43466E-04;7,44926E-04;8,23907E-04;8,58740E-04;1,02663E-03
803;1,27348E-04;3,47354E-04;4,32175E-04;5,18404E-04;7,29880E-04;6,54013E-04;4,76462E-04;1,38331E-03;1,21094E-03;8,75824E-04;1,88467E-03;1,38718E-03;1,53634E-03;2,52308E-03;1,12847E-03;1,98614E-03;2,36038E-03;1,87551E-03;3,30365E-03;3,44323E-03;5,97530E-06;0,00000E+00;3,50800E-05;0,00000E+00;2,93069E-05;5,91305E-05;2,82300E-04;0,00000E+00;0,00000E+00;5,80693E-05;0,00000E+00;8,73021E-05;0,00000E+00;0,00000E+00;3,12088E-04;5,14178E-05;5,20146E-05;0,00000E+00;4,42124E-04;0,00000E+00;1,63198E-05;4,18527E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,14178E-06;2,60073E-05;5,20146E-05;1,44011E-05;0,00000E+00;0,00000E+00;6,67938E-06;2,77784E-05;1,41482E-04;0,00000E+00;4,19582E-05;1,96352E-05;0,00000E+00;0,00000E+00;1,05927E-05;0,00000E+00;1,89637E-05;6,62438E-05;3,47665E-05;3,19614E-05;6,39631E-06;0,00000E+00;7,51526E-05;6,50182E-05;1,27167E-04;2,57089E-06;0,00000E+00;2,39754E-04;0,00000E+00;0,00000E+00;2,89732E-05;5,04828E-05;7,95623E-05;2,67315E-04;2,94210E-04;4,27562E-04;6,05226E-04;6,49052E-04;8,93338E-04;7,47578E-04;8,29307E-04;9,07125E-04;1,04127E-03;1,20276E-03;1,35884E-03;1,39957E-03;1,48688E-03;1,56062E-03;1,61401E-03;1,72892E-03;1,42485E-03;0,00000E+00;0,00000E+00;8,98120E-05;2,76766E-05;1,28926E-04;7,80219E-05;0,00000E+00;4,82093E-05;0,00000E+00;2,29313E-04;1,09628E-04;2,60073E-04;1,34880E-04;2,18342E-04;0,00000E+00;1,83830E-04;4,53993E-04;6,87037E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,34066E-04;1,51678E-04;1,03860E-05;2,13048E-04;0,00000E+00;6,68432E-05;3,16036E-04;4,11343E-05;0,00000E+00;7,68666E-05;0,00000E+00;1,95555E-05;1,01047E-03;4,72200E-04;3,85579E-06;9,75237E-05;1,38633E-04;1,81881E-04;8,16298E-05;1,74286E-04;2,88278E-04;4,54307E-04;3,56416E-04;5,46908E-04;3,03385E-04;3,79053E-04;6,01164E-04;5,85011E-04;4,74203E-04;8,07454E-04;7,84316E-04;6,22832E-04;8,90320E-04;1,06708E-03
804;6,93182E-05;3,07249E-04;5,32137E-04;4,45750E-04;4,66690E-04;1,04899E-03;1,05389E-03;1,21384E-03;1,17395E-03;1,34508E-03;2,01495E-03;1,66573E-03;1,92670E-03;1,53913E-03;2,03557E-03;2,25427E-03;2,04359E-03;1,71378E-03;2,42126E-03;2,74145E-03;2,22090E-06;0,00000E+00;4,57522E-06;0,00000E+00;2,29254E-06;1,77227E-04;1,63771E-04;0,00000E+00;0,00000E+00;8,53422E-05;0,00000E+00;0,00000E+00;5,73329E-05;3,85736E-04;1,04576E-05;0,00000E+00;0,00000E+00;2,00665E-04;0,00000E+00;2,34560E-04;8,99424E-06;0,00000E+00;0,00000E+00;1,96081E-06;0,00000E+00;6,28099E-05;1,54342E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,61441E-06;5,99473E-05;1,72294E-04;0,00000E+00;8,04533E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,71916E-04;9,69737E-06;5,27543E-05;0,00000E+00;2,72201E-05;5,83790E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,58167E-05;0,00000E+00;2,16438E-05;2,43665E-04;0,00000E+00;0,00000E+00;1,30721E-06;0,00000E+00;1,17649E-05;0,00000E+00;1,18906E-04;2,32130E-04;8,48867E-05;1,03023E-04;1,18214E-04;3,01049E-04;3,54674E-04;4,68838E-04;5,15844E-04;4,35772E-04;5,65716E-04;6,79051E-04;8,41991E-04;9,29820E-04;9,91217E-04;9,80811E-04;1,07703E-03;1,23706E-03;1,50907E-03;1,60312E-03;1,34634E-03;1,60317E-03;1,40119E-03;0,00000E+00;0,00000E+00;2,25711E-06;0,00000E+00;4,37255E-05;1,04576E-05;0,00000E+00;0,00000E+00;9,08792E-06;1,10904E-04;1,77549E-05;0,00000E+00;0,00000E+00;1,56865E-05;0,00000E+00;4,01932E-05;1,62534E-04;0,00000E+00;2,89525E-05;5,41977E-04;1,26412E-05;2,48890E-05;0,00000E+00;2,00665E-04;1,05329E-05;1,14666E-04;2,29331E-04;3,65306E-04;0,00000E+00;1,49438E-04;0,00000E+00;0,00000E+00;1,14758E-04;0,00000E+00;2,35297E-05;2,70581E-05;0,00000E+00;6,90495E-04;2,45189E-05;9,71969E-04;6,38400E-05;2,91603E-05;0,00000E+00;2,82979E-04;1,45111E-04;2,63304E-04;2,54145E-04;2,93923E-04;1,96673E-04;3,78400E-04;7,39761E-04;5,05784E-04;4,98784E-04;4,95783E-04;5,85186E-04;9,87777E-04;6,59512E-04;8,35524E-04;8,38093E-04;8,47151E-04
805;3,17092E-05;2,40434E-04;4,18753E-04;5,74456E-04;6,59578E-04;6,20289E-04;1,24906E-03;8,03169E-04;1,23351E-03;1,16204E-03;1,69561E-03;1,65371E-03;1,79621E-03;2,02164E-03;2,10388E-03;1,62600E-03;2,68436E-03;2,64586E-03;2,30185E-03;2,50371E-03;0,00000E+00;0,00000E+00;5,75516E-05;0,00000E+00;1,83739E-05;1,09776E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,25752E-05;0,00000E+00;1,04768E-04;8,38143E-05;8,35315E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,19071E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,57152E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,09536E-05;2,09536E-05;1,17295E-04;0,00000E+00;6,44805E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,55644E-05;7,77210E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,29438E-05;0,00000E+00;1,26765E-04;0,00000E+00;7,81979E-05;0,00000E+00;7,83108E-05;0,00000E+00;1,04768E-05;0,00000E+00;9,42911E-05;3,60962E-05;0,00000E+00;3,83484E-05;1,04952E-04;5,24618E-05;1,23826E-04;2,80558E-04;3,38953E-04;3,76450E-04;5,73352E-04;5,82401E-04;7,35243E-04;6,74975E-04;8,50399E-04;8,28490E-04;1,03567E-03;1,01070E-03;9,75560E-04;1,12331E-03;1,32896E-03;1,52788E-03;1,30787E-03;1,62746E-03;1,69529E-03;0,00000E+00;1,37518E-06;1,80899E-05;0,00000E+00;5,97245E-05;8,38143E-05;3,13243E-05;0,00000E+00;1,45427E-04;5,65537E-05;1,42299E-04;0,00000E+00;0,00000E+00;2,61460E-04;2,35486E-05;4,33266E-04;2,73933E-04;2,51130E-04;2,32044E-04;2,12595E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,83651E-06;0,00000E+00;0,00000E+00;1,87442E-04;4,92123E-05;0,00000E+00;0,00000E+00;2,29712E-04;3,14021E-04;0,00000E+00;1,88582E-04;5,65069E-04;2,00700E-04;1,32371E-05;3,64379E-04;4,09707E-04;6,34864E-06;2,96230E-05;0,00000E+00;4,99130E-05;1,43311E-04;2,02587E-04;1,85813E-04;3,74059E-04;2,91081E-04;3,14691E-04;3,52002E-04;7,05532E-04;4,50144E-04;4,19311E-04;5,70154E-04;3,81855E-04;6,95911E-04;9,89155E-04;8,37436E-04;6,90725E-04
806;1,06839E-04;2,44526E-04;2,86560E-04;6,50507E-04;4,64367E-04;5,54001E-04;1,00649E-03;7,38339E-04;1,23869E-03;1,06217E-03;1,02714E-03;1,54024E-03;1,38488E-03;1,83279E-03;1,42117E-03;2,06362E-03;1,99274E-03;2,40472E-03;1,00334E-03;2,18343E-03;5,67890E-06;0,00000E+00;2,63328E-05;0,00000E+00;0,00000E+00;8,55816E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,45556E-05;5,81385E-05;2,20083E-04;0,00000E+00;9,16262E-05;0,00000E+00;1,05331E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,50315E-05;6,41383E-05;0,00000E+00;5,49757E-05;5,00314E-05;0,00000E+00;5,63923E-05;0,00000E+00;2,35129E-04;0,00000E+00;0,00000E+00;0,00000E+00;6,91767E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,09789E-04;2,33383E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,72049E-04;6,41383E-05;0,00000E+00;1,09951E-04;0,00000E+00;4,55165E-05;0,00000E+00;0,00000E+00;0,00000E+00;6,41861E-05;1,77313E-04;2,20846E-04;3,54072E-04;4,31081E-04;5,75576E-04;6,28437E-04;6,96685E-04;6,65328E-04;6,92951E-04;9,64444E-04;1,13444E-03;1,04524E-03;9,68318E-04;1,18397E-03;1,36878E-03;1,31403E-03;1,55225E-03;1,37674E-03;1,81450E-03;0,00000E+00;3,06961E-05;0,00000E+00;0,00000E+00;2,22059E-04;0,00000E+00;1,49451E-04;0,00000E+00;9,15351E-05;7,13129E-05;0,00000E+00;3,66505E-05;1,46602E-04;2,99440E-04;2,96942E-05;3,78519E-04;1,47753E-04;7,81901E-04;2,53672E-04;4,01332E-04;0,00000E+00;0,00000E+00;1,79617E-05;0,00000E+00;4,83775E-06;0,00000E+00;0,00000E+00;0,00000E+00;6,20555E-05;1,09176E-04;3,00808E-05;3,81287E-04;1,05331E-04;0,00000E+00;0,00000E+00;5,44448E-04;4,07183E-04;8,63871E-05;2,60782E-04;0,00000E+00;3,43329E-05;7,06015E-05;1,06654E-04;1,00644E-04;1,76514E-04;1,99091E-04;2,11722E-04;3,91778E-04;3,75372E-04;2,80052E-04;5,29345E-04;6,17534E-04;4,35714E-04;3,61961E-04;4,46850E-04;4,88121E-04;5,80285E-04;8,76338E-04;7,94760E-04;8,81228E-04
807;9,89779E-05;2,38216E-04;3,09920E-04;4,66721E-04;5,45353E-04;9,23900E-04;1,23954E-03;1,41401E-03;7,46661E-04;1,44884E-03;1,33200E-03;1,19190E-03;1,52480E-03;2,43157E-03;1,84738E-03;2,07259E-03;2,07119E-03;1,82705E-03;2,28964E-03;2,23334E-03;1,65054E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,58563E-05;1,68976E-05;1,32960E-04;0,00000E+00;2,66307E-05;0,00000E+00;0,00000E+00;3,15521E-04;0,00000E+00;1,84054E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,97201E-05;0,00000E+00;0,00000E+00;3,14565E-05;2,76204E-05;5,80816E-05;1,31467E-05;1,59784E-05;5,01527E-05;0,00000E+00;1,63901E-05;0,00000E+00;4,76732E-04;0,00000E+00;1,90587E-05;7,80220E-05;2,01058E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,88088E-05;4,86410E-05;1,87142E-05;5,10750E-05;4,36116E-05;2,62934E-04;2,13045E-05;8,43750E-05;0,00000E+00;3,19568E-05;0,00000E+00;9,08968E-05;2,02545E-04;2,40606E-04;0,00000E+00;8,07144E-05;1,66671E-04;2,45636E-04;3,48022E-04;5,13708E-04;3,96712E-04;5,08337E-04;6,01024E-04;7,27081E-04;6,69252E-04;1,04865E-03;1,13076E-03;1,20052E-03;1,11258E-03;1,19945E-03;1,27340E-03;1,27243E-03;1,47314E-03;1,67766E-03;1,43438E-03;0,00000E+00;8,41766E-06;0,00000E+00;1,24599E-04;1,22863E-04;7,88803E-05;3,19568E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,06523E-05;4,26091E-05;1,68750E-04;2,07548E-04;6,92851E-05;0,00000E+00;3,81147E-04;7,37283E-05;4,21124E-04;0,00000E+00;0,00000E+00;5,22047E-06;0,00000E+00;1,73898E-04;2,62934E-05;0,00000E+00;0,00000E+00;3,00962E-04;3,17315E-05;8,74284E-06;4,73619E-04;0,00000E+00;0,00000E+00;1,84054E-04;3,06241E-05;2,02727E-04;2,02566E-05;5,42676E-04;2,57059E-04;8,74883E-06;4,36689E-05;6,40047E-05;1,44458E-04;1,08009E-04;2,58843E-04;2,42473E-04;1,79571E-04;1,98604E-04;4,26814E-04;3,49471E-04;3,91221E-04;6,01286E-04;5,68479E-04;8,55042E-04;9,23944E-04;5,42690E-04;5,12082E-04;6,67180E-04;6,49044E-04
808;7,73843E-06;2,42461E-04;3,43409E-04;6,08440E-04;6,75372E-04;8,64188E-04;5,49615E-04;6,10898E-04;7,64597E-04;1,22006E-03;9,35025E-04;1,58447E-03;1,51353E-03;1,01649E-03;2,00407E-03;1,88081E-03;1,59328E-03;2,84608E-03;2,25425E-03;2,44369E-03;8,77697E-05;0,00000E+00;4,54989E-06;6,61129E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,15216E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,92837E-04;5,19987E-06;5,19987E-06;5,85674E-05;0,00000E+00;5,19987E-05;0,00000E+00;0,00000E+00;5,00337E-06;1,02493E-04;1,32906E-04;0,00000E+00;2,31242E-04;7,00679E-05;0,00000E+00;0,00000E+00;2,48911E-04;1,46419E-05;0,00000E+00;0,00000E+00;0,00000E+00;6,75484E-06;2,17532E-04;0,00000E+00;1,69610E-05;0,00000E+00;3,31632E-05;0,00000E+00;0,00000E+00;8,08151E-06;5,98674E-05;5,90090E-06;1,29485E-04;0,00000E+00;0,00000E+00;4,31238E-06;1,46419E-05;2,04986E-04;0,00000E+00;2,28728E-04;0,00000E+00;0,00000E+00;6,74895E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,58111E-05;1,52055E-04;2,07558E-04;3,34982E-04;3,97556E-04;4,05872E-04;4,66232E-04;7,47487E-04;7,04040E-04;9,65643E-04;7,65967E-04;1,02362E-03;1,08982E-03;1,16478E-03;1,22261E-03;1,00237E-03;1,34890E-03;1,48389E-03;1,94757E-03;1,12468E-03;0,00000E+00;4,62813E-05;3,16020E-05;2,31010E-06;0,00000E+00;5,19987E-06;1,29997E-06;5,79015E-04;3,66453E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,03997E-05;1,61405E-04;0,00000E+00;3,65133E-05;1,73700E-05;0,00000E+00;4,48570E-04;4,51969E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,30389E-05;9,09978E-06;8,78511E-05;5,23921E-05;1,22539E-05;8,72318E-05;0,00000E+00;0,00000E+00;3,27867E-04;5,19987E-06;0,00000E+00;0,00000E+00;5,07313E-04;3,29607E-06;0,00000E+00;3,99432E-05;4,54924E-06;2,63217E-05;8,68873E-05;1,42078E-04;2,49045E-04;2,83928E-04;3,01595E-04;2,05430E-04;2,77574E-04;4,42546E-04;5,09146E-05;3,01734E-04;5,69725E-04;5,45812E-04;7,45708E-04;6,28573E-04;4,01145E-04;5,85263E-04;3,91019E-04;7,45366E-04
809;9,72692E-05;3,10302E-04;4,99267E-04;5,95853E-04;9,15406E-04;7,70402E-04;9,18149E-04;1,13418E-03;1,15150E-03;7,60348E-04;1,21874E-03;1,04861E-03;1,65257E-03;1,15637E-03;1,45208E-03;2,02453E-03;1,95238E-03;2,05341E-03;2,43260E-03;2,93675E-03;3,15593E-05;0,00000E+00;4,55075E-05;5,45183E-05;0,00000E+00;5,32531E-06;0,00000E+00;9,50101E-05;0,00000E+00;8,71962E-05;4,22376E-05;0,00000E+00;5,32531E-05;0,00000E+00;0,00000E+00;4,28794E-05;4,28794E-05;0,00000E+00;2,13012E-05;4,50096E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,96791E-05;2,66699E-05;3,82291E-06;0,00000E+00;0,00000E+00;7,98797E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,96651E-05;5,57020E-05;0,00000E+00;0,00000E+00;1,39865E-04;7,90106E-05;0,00000E+00;0,00000E+00;5,05664E-06;1,74647E-05;1,07199E-05;4,86603E-05;7,84351E-05;0,00000E+00;0,00000E+00;3,55610E-05;3,72772E-05;0,00000E+00;0,00000E+00;1,01666E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,75641E-05;1,08660E-04;2,59054E-04;3,83253E-04;4,02964E-04;4,53215E-04;4,65806E-04;6,20506E-04;7,67367E-04;7,40637E-04;9,05704E-04;9,48656E-04;1,09449E-03;1,07019E-03;1,13939E-03;1,34488E-03;1,08582E-03;1,42304E-03;1,32615E-03;1,44393E-03;0,00000E+00;0,00000E+00;2,98839E-05;1,90496E-05;0,00000E+00;4,28794E-05;1,07199E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,52050E-05;8,57589E-05;2,41765E-04;1,38549E-04;1,32801E-05;2,14393E-04;0,00000E+00;1,87083E-04;1,58512E-05;0,00000E+00;5,63724E-05;0,00000E+00;0,00000E+00;1,22967E-04;3,19519E-05;3,17588E-05;1,01049E-04;1,18975E-04;0,00000E+00;0,00000E+00;8,78336E-04;4,28794E-05;1,17157E-04;2,08211E-04;4,12104E-04;2,71802E-05;5,70773E-05;4,18632E-04;3,86551E-05;9,59428E-05;4,98329E-05;1,46541E-04;9,57025E-05;3,34800E-04;1,92957E-04;3,74745E-04;2,30943E-04;2,76243E-04;3,64476E-04;5,36211E-04;3,95400E-04;5,00677E-04;6,57298E-04;4,54936E-04;4,86473E-04;7,76047E-04;7,59864E-04;6,52734E-04
810;1,04155E-04;2,26681E-04;4,34153E-04;3,15305E-04;5,31976E-04;6,67843E-04;9,34701E-04;1,50976E-03;1,58090E-03;1,12474E-03;1,28461E-03;1,01544E-03;1,53394E-03;1,32821E-03;1,70859E-03;2,03635E-03;1,77659E-03;1,98923E-03;2,47551E-03;2,42097E-03;0,00000E+00;0,00000E+00;4,29634E-05;0,00000E+00;1,64702E-05;9,12512E-05;0,00000E+00;0,00000E+00;1,30617E-05;1,10182E-04;9,80643E-05;1,57626E-05;6,72914E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,69166E-05;2,69166E-05;0,00000E+00;2,15903E-05;0,00000E+00;4,22610E-05;0,00000E+00;5,72170E-05;4,83068E-06;3,74515E-05;0,00000E+00;2,32416E-04;0,00000E+00;2,81740E-05;7,36493E-05;9,93675E-05;2,48491E-05;7,31982E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,11309E-04;2,03847E-05;0,00000E+00;4,80047E-05;6,50264E-05;0,00000E+00;9,59170E-05;1,28550E-05;0,00000E+00;2,91883E-05;0,00000E+00;8,46693E-05;0,00000E+00;0,00000E+00;3,36457E-05;0,00000E+00;0,00000E+00;6,49320E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,22578E-05;1,71606E-04;1,81387E-04;2,56538E-04;4,43797E-04;3,80430E-04;4,86348E-04;5,52163E-04;7,87944E-04;8,02659E-04;6,31673E-04;7,30041E-04;9,58986E-04;1,04787E-03;1,23388E-03;1,30492E-03;9,63309E-04;1,31375E-03;1,35693E-03;1,34628E-03;0,00000E+00;0,00000E+00;3,77617E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,82812E-04;0,00000E+00;2,87002E-04;0,00000E+00;1,26449E-04;0,00000E+00;0,00000E+00;1,75072E-04;3,91498E-04;2,15399E-04;0,00000E+00;1,09265E-04;2,00299E-05;0,00000E+00;7,12330E-05;0,00000E+00;0,00000E+00;1,16910E-04;4,03749E-05;1,18541E-04;0,00000E+00;1,78314E-04;0,00000E+00;0,00000E+00;1,34583E-04;0,00000E+00;4,10999E-04;5,65488E-04;0,00000E+00;7,14351E-05;2,23110E-04;1,12779E-04;3,56482E-05;8,00969E-05;6,29696E-05;8,21410E-05;1,65623E-04;1,79930E-04;7,04350E-05;3,12871E-04;2,57516E-04;2,25874E-04;2,24515E-04;2,97749E-04;3,49046E-04;6,49096E-04;7,68606E-04;5,97420E-04;4,46196E-04;5,78932E-04;5,23989E-04;7,07749E-04
